date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:44:34	27646/27646	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Aug%202016%2016:44:30%20GMT	http://127.0.0.1/index.php/castlevania-circle-of-the-moon	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/castlevania-circle-of-the-moon.html	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:34	15397/15397	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Aug%202016%2016:44:31%20GMT	http://127.0.0.1/index.php/menu-ninja-cop	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/menu-ninja-cop.html	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:35	12704/12704	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Aug%202016%2016:44:31%20GMT	http://127.0.0.1/index.php/chrono-trigger-nds	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/chrono-trigger-nds.html	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:35	10706/10706	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Aug%202016%2016:44:31%20GMT	http://127.0.0.1/index.php/the-world-ends-with-you-nds	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/the-world-ends-with-you-nds.html	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:35	5255/5255	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Aug%202016%2016:44:31%20GMT	http://127.0.0.1/index.php/correo-electronico	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/correo-electronico.html	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:35	96362/96362	---M-Z	200	added ('OK')	application/javascript	etag:%221786a-4cdeafac37f00-gzip%22	http://127.0.0.1/media/system/js/mootools-core.js	C:/My%20Web%20Sites/wastor/127.0.0.1/media/system/js/mootools-core.js	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:35	4583/4583	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Aug%202016%2016:44:32%20GMT	http://127.0.0.1/index.php/otras-vias	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/otras-vias.html	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:35	6713/6713	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Aug%202016%2016:44:32%20GMT	http://127.0.0.1/index.php/cronica	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/cronica.html	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:36	4095/4095	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Aug%202016%2016:44:32%20GMT	http://127.0.0.1/index.php/la-red	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/la-red.html	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:36	4243/4243	---M--	200	added ('OK')	image/png	etag:%221093-4c7694c832800%22	http://127.0.0.1/images/nintendods.png	C:/My%20Web%20Sites/wastor/127.0.0.1/images/nintendods.png	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:37	8470/8470	---M--	200	added ('OK')	image/png	etag:%222116-4c6e57609b240%22	http://i1085.photobucket.com/albums/j424/Wastor00/aksyslogo.png	C:/My%20Web%20Sites/wastor/i1085.photobucket.com/albums/j424/Wastor00/aksyslogo.png	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:41	33316/33316	---M--	200	added ('OK')	image/png	etag:%228224-4c6e575fa7000%22	http://i1085.photobucket.com/albums/j424/Wastor00/welme.png	C:/My%20Web%20Sites/wastor/i1085.photobucket.com/albums/j424/Wastor00/welme.png	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:44	13269/13269	---M--	200	added ('OK')	image/png	etag:%2233d5-4c71545da07c0%22	http://127.0.0.1/images/boton2.png	C:/My%20Web%20Sites/wastor/127.0.0.1/images/boton2.png	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:44	238331/238331	---MCZ	200	added ('OK')	application/javascript	etag:%223a2fb-4cdeafac37f00-gzip%22	http://127.0.0.1/media/system/js/mootools-more.js	C:/My%20Web%20Sites/wastor/127.0.0.1/media/system/js/mootools-more.js	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:44	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:41%20GMT	http://127.0.0.1/index.php/laugh.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/laugh.1a.delayed	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:45	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:41%20GMT	http://127.0.0.1/index.php/lol.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/lol.gif	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:45	0/0	---M--	303	error ('See%20other')	text/html	date:Thu,%2004%20Aug%202016%2016:44:41%20GMT	http://127.0.0.1/index.php/component/jcomments/	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/component/jcomments/index.html	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:45	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:41%20GMT	http://127.0.0.1/index.php/smile.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/smile.gif	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:45	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:42%20GMT	http://127.0.0.1/index.php/wink.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/wink.gif	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:45	8360/8360	---M--	200	added ('OK')	image/png	etag:%2220a8-4c71544e5e3c0%22	http://127.0.0.1/images/boton1.png	C:/My%20Web%20Sites/wastor/127.0.0.1/images/boton1.png	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:46	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:42%20GMT	http://127.0.0.1/index.php/cool.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/cool.gif	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:46	61055/61055	---M--	200	added ('OK')	image/png	etag:%22ee7f-4c6e57618f480%22	http://i1085.photobucket.com/albums/j424/Wastor00/imagen5.png	C:/My%20Web%20Sites/wastor/i1085.photobucket.com/albums/j424/Wastor00/imagen5.png	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:46	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:42%20GMT	http://127.0.0.1/index.php/normal.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/normal.gif	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:46	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:42%20GMT	http://127.0.0.1/index.php/whistling.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/whistling.gif	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:46	61370/61370	---M--	200	added ('OK')	image/png	etag:%22efba-4c6e5762836c0%22	http://i1085.photobucket.com/albums/j424/Wastor00/imagen6.png	C:/My%20Web%20Sites/wastor/i1085.photobucket.com/albums/j424/Wastor00/imagen6.png	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:46	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:43%20GMT	http://127.0.0.1/index.php/redface.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/redface.gif	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:46	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:43%20GMT	http://127.0.0.1/index.php/sad.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/sad.gif	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:47	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:43%20GMT	http://127.0.0.1/index.php/cry.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/cry.gif	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:47	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:43%20GMT	http://127.0.0.1/index.php/surprised.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/surprised.gif	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:47	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:43%20GMT	http://127.0.0.1/index.php/confused.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/confused.gif	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:47	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:44%20GMT	http://127.0.0.1/index.php/sick.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/sick.gif	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:47	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:44%20GMT	http://127.0.0.1/index.php/shocked.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/shocked.gif	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:48	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:44%20GMT	http://127.0.0.1/index.php/sleeping.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/sleeping.gif	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:48	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:44%20GMT	http://127.0.0.1/index.php/tongue.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/tongue.gif	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:48	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:44%20GMT	http://127.0.0.1/index.php/rolleyes.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/rolleyes.gif	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:48	1441/1441	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:45%20GMT	http://127.0.0.1/index.php/unsure.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/unsure.gif	(from http://127.0.0.1/index.php/from-the-abyss)
18:44:49	90/90	---M--	200	added ('OK')	image/gif	etag:%225a-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_blog.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_blog.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:49	781/781	---M--	200	added ('OK')	image/gif	etag:%2230d-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_busy.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_busy.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:49	79/79	---M--	200	added ('OK')	image/gif	etag:%224f-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_link.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_link.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:49	521/521	---M--	200	added ('OK')	image/gif	etag:%22209-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_rss.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_rss.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:50	91/91	---M--	200	added ('OK')	image/gif	etag:%225b-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_refresh.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_refresh.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:50	197/197	---M--	200	added ('OK')	image/gif	etag:%22c5-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_subscribe.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_subscribe.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:50	119/119	---M--	200	added ('OK')	image/gif	etag:%2277-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_date.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_date.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:50	2101/2101	---M--	200	added ('OK')	image/gif	etag:%22835-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_toolbar.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_toolbar.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:50	119/119	---M--	200	added ('OK')	image/gif	etag:%2277-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_refreshg.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_refreshg.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:51	640/640	---M--	200	added ('OK')	image/gif	etag:%22280-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_error.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_error.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:51	206/206	---M--	200	added ('OK')	image/gif	etag:%22ce-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_info.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_info.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:51	77/77	---M--	200	added ('OK')	image/gif	etag:%224d-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_resize.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_resize.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:51	338/338	---M--	200	added ('OK')	image/gif	etag:%22152-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_btnl.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_btnl.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:52	146/146	---M--	200	added ('OK')	image/gif	etag:%2292-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_btnr.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_btnr.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:52	43/43	---M--	200	added ('OK')	image/gif	etag:%222b-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_dot.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_dot.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:52	712/712	---M--	200	added ('OK')	image/gif	etag:%222c8-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_vote.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_vote.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:52	3458/3458	---M--	200	added ('OK')	image/gif	etag:%22d82-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_bbcodes.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_bbcodes.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:52	124/124	---M--	200	added ('OK')	image/gif	etag:%227c-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_rb_tl.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_rb_tl.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:53	124/124	---M--	200	added ('OK')	image/gif	etag:%227c-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_rb_tr.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_rb_tr.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:53	125/125	---M--	200	added ('OK')	image/gif	etag:%227d-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_rb_bl.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_rb_bl.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:53	124/124	---M--	200	added ('OK')	image/gif	etag:%227c-4c6e6b9a1a980%22	http://127.0.0.1/components/com_jcomments/tpl/default/images/jc_rb_br.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/tpl/default/images/jc_rb_br.gif	(from http://127.0.0.1/components/com_jcomments/tpl/default/style.css?v=21)
18:44:54	324/324	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:50%20GMT	http://127.0.0.1/templates/siteground-j16-36/images/top_menu_r_bg.png	C:/My%20Web%20Sites/wastor/127.0.0.1/templates/siteground-j16-36/images/top_menu_r_bg.42.delayed	(from http://127.0.0.1/templates/siteground-j16-36/css/template.css)
18:44:54	324/324	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:50%20GMT	http://127.0.0.1/templates/siteground-j16-36/images/top_menu_l_bg.png	C:/My%20Web%20Sites/wastor/127.0.0.1/templates/siteground-j16-36/images/top_menu_l_bg.png	(from http://127.0.0.1/templates/siteground-j16-36/css/template.css)
18:44:55	1016/1016	---M--	200	added ('OK')	image/png	etag:%223f8-4c767ba1f1240%22	http://127.0.0.1/templates/siteground-j16-36/images/wrap_bg.png	C:/My%20Web%20Sites/wastor/127.0.0.1/templates/siteground-j16-36/images/wrap_bg.png	(from http://127.0.0.1/templates/siteground-j16-36/css/template.css)
18:44:55	150/150	---M--	200	added ('OK')	image/png	etag:%2296-4c767ba1f1240%22	http://127.0.0.1/templates/siteground-j16-36/images/transparente.png	C:/My%20Web%20Sites/wastor/127.0.0.1/templates/siteground-j16-36/images/transparente.png	(from http://127.0.0.1/templates/siteground-j16-36/css/template.css)
18:44:56	1124/1124	---M--	200	added ('OK')	image/png	etag:%22464-4c767ba1f1240%22	http://127.0.0.1/templates/siteground-j16-36/images/search_btn.png	C:/My%20Web%20Sites/wastor/127.0.0.1/templates/siteground-j16-36/images/search_btn.png	(from http://127.0.0.1/templates/siteground-j16-36/css/template.css)
18:44:56	320/320	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:52%20GMT	http://127.0.0.1/templates/siteground-j16-36/images/search_bg.png	C:/My%20Web%20Sites/wastor/127.0.0.1/templates/siteground-j16-36/images/search_bg.49.delayed	(from http://127.0.0.1/templates/siteground-j16-36/css/template.css)
18:44:56	1979/1979	---M--	200	added ('OK')	image/png	etag:%227bb-4c767ba1f1240%22	http://127.0.0.1/templates/siteground-j16-36/images/search_button.png	C:/My%20Web%20Sites/wastor/127.0.0.1/templates/siteground-j16-36/images/search_button.png	(from http://127.0.0.1/templates/siteground-j16-36/css/template.css)
18:44:56	1047/1047	---M--	200	added ('OK')	image/png	etag:%22417-4c767ba1f1240%22	http://127.0.0.1/templates/siteground-j16-36/images/column_bg.png	C:/My%20Web%20Sites/wastor/127.0.0.1/templates/siteground-j16-36/images/column_bg.png	(from http://127.0.0.1/templates/siteground-j16-36/css/template.css)
18:44:57	1792/1792	---M--	200	added ('OK')	image/png	etag:%22700-4c767ba1f1240%22	http://127.0.0.1/templates/siteground-j16-36/images/footer_bg.png	C:/My%20Web%20Sites/wastor/127.0.0.1/templates/siteground-j16-36/images/footer_bg.png	(from http://127.0.0.1/templates/siteground-j16-36/css/template.css)
18:44:57	4447/4447	---M--	200	added ('OK')	image/png	etag:%22115f-4c767ba1f1240%22	http://127.0.0.1/templates/siteground-j16-36/images/box_h3.png	C:/My%20Web%20Sites/wastor/127.0.0.1/templates/siteground-j16-36/images/box_h3.png	(from http://127.0.0.1/templates/siteground-j16-36/css/template.css)
18:44:57	318/318	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Aug%202016%2016:44:53%20GMT	http://127.0.0.1/templates/siteground-j16-36/images/arrow-2.png	C:/My%20Web%20Sites/wastor/127.0.0.1/templates/siteground-j16-36/images/arrow-2.png	(from http://127.0.0.1/templates/siteground-j16-36/css/template.css)
18:44:57	985/985	---M--	200	added ('OK')	image/png	etag:%223d9-4c767ba1f1240%22	http://127.0.0.1/templates/siteground-j16-36/images/menu_sep.png	C:/My%20Web%20Sites/wastor/127.0.0.1/templates/siteground-j16-36/images/menu_sep.png	(from http://127.0.0.1/templates/siteground-j16-36/css/template.css)
18:44:58	963/963	---M--	200	added ('OK')	image/png	etag:%223c3-4c767ba1f1240%22	http://127.0.0.1/templates/siteground-j16-36/images/but.png	C:/My%20Web%20Sites/wastor/127.0.0.1/templates/siteground-j16-36/images/but.png	(from http://127.0.0.1/templates/siteground-j16-36/css/template.css)
18:44:58	126/126	---M--	200	added ('OK')	image/gif	etag:%227e-4c767ba1f1240%22	http://127.0.0.1/templates/siteground-j16-36/images/list_bullet.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/templates/siteground-j16-36/images/list_bullet.gif	(from http://127.0.0.1/templates/siteground-j16-36/css/template.css)
18:44:59	4905/4905	---M-Z	200	added ('OK')	application/xml	date:Thu,%2004%20Aug%202016%2016:44:55%20GMT	http://127.0.0.1/index.php/component/jcomments/feed/com_content/71	C:/My%20Web%20Sites/wastor/127.0.0.1/index.php/component/jcomments/feed/com_content/71	(from http://127.0.0.1/index.php/menu-castlevania-aria-of-sorrow)
18:44:59	4546/4546	---M--	200	added ('OK')	image/png	etag:%2211c2-4c7694cc03100%22	http://127.0.0.1/images/gameboyadvance.png	C:/My%20Web%20Sites/wastor/127.0.0.1/images/gameboyadvance.png	(from http://127.0.0.1/index.php/menu-castlevania-aria-of-sorrow)
18:45:00	99107/99107	---M--	200	added ('OK')	image/png	etag:%2218323-4c767ba1f1240%22	http://127.0.0.1/templates/siteground-j16-36/images/page_bg.png	C:/My%20Web%20Sites/wastor/127.0.0.1/templates/siteground-j16-36/images/page_bg.png	(from http://127.0.0.1/templates/siteground-j16-36/css/template.css)
18:45:01	13916/13916	---M--	200	added ('OK')	image/png	etag:%22365c-4a7a00026ee80%22	http://i1085.photobucket.com/albums/j424/Wastor00/castle2.png	C:/My%20Web%20Sites/wastor/i1085.photobucket.com/albums/j424/Wastor00/castle2.png	(from http://127.0.0.1/index.php/menu-castlevania-aria-of-sorrow)
18:45:02	9837/9837	---M--	200	added ('OK')	image/png	etag:%22266d-4a7a0003630c0%22	http://i1085.photobucket.com/albums/j424/Wastor00/castle3.png	C:/My%20Web%20Sites/wastor/i1085.photobucket.com/albums/j424/Wastor00/castle3.png	(from http://127.0.0.1/index.php/menu-castlevania-aria-of-sorrow)
18:45:02	1096/1096	---M--	200	added ('OK')	image/gif	etag:%22448-4c6e6b9926740%22	http://127.0.0.1/components/com_jcomments/images/smiles/laugh.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/images/smiles/laugh.gif	(from http://127.0.0.1/index.php/menu-castlevania-aria-of-sorrow)
18:45:03	681/681	---M--	200	added ('OK')	image/gif	etag:%222a9-4c6e6b9926740%22	http://127.0.0.1/components/com_jcomments/images/smiles/lol.gif	C:/My%20Web%20Sites/wastor/127.0.0.1/components/com_jcomments/images/smiles/lol.gif	(from http://127.0.0.1/index.php/menu-castlevania-aria-of-sorrow)
